title,description,authors,categories
Educart CBSE Question Bank Class 12 Mathematics 2024-25 (As per latest CBSE Syllabus 23 Mar 2024),"What You Get: Time Management ChartsSelf-evaluation ChartCompetency-based Q’sMarking Scheme Charts Educart ‘Mathematics’ Class 12 Strictly based on the latest CBSE Curriculum released on March 31st, 2023All New Pattern Questions including past 10 year Q’s & from DIKSHA platformLots of solved questions with Detailed Explanations for all questionsCaution Points to work on common mistakes made during the exam Special focus on Competency-based Questions including all New Pattern Q’sSimplified NCERT theory with diagram, flowcharts, bullet points and tablesTopper Answers of past 10 year board exams, along with Marks Breakdown Tips4 Solved Sample Papers as per the latest Sample paper design released with syllabus Why choose this book? You can find the simplified complete with diagrams, flowcharts, bullet points, and tablesBased on the revised CBSE pattern for competency-based questionsEvaluate your performance with the self-evaluation charts",['Educart'],[]
Educart PHYSICS Class 12 NCERT Exemplar Problems Solutions 2024-25 (For 2025 Exam),What You Get: Questions Related Theory High Order Questions Educart CBSE Class 12 Physics NCERT Exemplars Strictly based on the latest CBSE 2024 syllabusDetailed explanation of all the questionsTheory and tricks related to the questions for extra explanationImportant questions from Previous Year's Papers and the DIKSHA PlatformProblem-Solution Exemplar to have detailed solutions to all the NCERT Exemplar questions. Why choose this book? First Educart NCERT Class 12 Problem-Solution Exemplar,['Educart'],[]
Educart CBSE Question Bank Class 12 Biology 2024-25 (As per latest CBSE Syllabus 23 Mar 2024),"What You Get: Time Management ChartsSelf-evaluation ChartCompetency-based Q’sMarking Scheme Charts Educart ‘ Biology’ Class 12 Strictly based on the latest CBSE Curriculum released on March 31st, 2023All New Pattern Questions including past 10 year Q’s & from DIKSHA platformLots of solved questions with Detailed Explanations for all questionsCaution Points to work on common mistakes made during the exam Special focus on Competency-based Questions including all New Pattern Q’sSimplified NCERT theory with diagram, flowcharts, bullet points and tablesTopper Answers of past 10 year board exams, along with Marks Breakdown Tips4 Solved Sample Papers as per the latest Sample paper design released with syllabus Why choose this book? You can find the simplified complete with diagrams, flowcharts, bullet points, and tablesBased on the revised CBSE pattern for competency-based questionsEvaluate your performance with the self-evaluation charts",['Educart'],[]
33 Years Chapterwise Solutions NEET Chemistry 2021,"1. “33 Years’ Chapterwise Solution NEET Chemistry” is a collect of all questions of AIPMT & NEET 2. The book covers the entire syllabus of class 11th and 12th in 27 chapters 3. Detailed and authentic solutions are provided for each question for conceptual understanding 4. Appendix is given at the end of the book 5. Previous Years’ Solved papers are given for practice. Students who are preparing for NEET Exam are often advised to first revise the syllabus of Class 11th and 12th completely before focusing on NEET itself. Here’s presenting “33 Years’ Chapterwise Solution NEET Chemistry” a Chapterwise collection of all questions asked in AIPMT & NEET. This book is designed to cover the complete syllabus of both class 11th & 12th under 27 Chapters. Detailed, authentic and explanatory solutions are provided for every question that has been drafted in such a manner that students will surely able to catch the context and understand the concept. Appendix is provided at the end for quick revision. Previous years’ Solved Papers are given to understand the prescribed pattern and types of questions. With this helpful set of Chapterwise solved papers, students will be ensured to get success in NEET 2020. TABLE OF CONTENT Some Basic Principles of Chemistry, Atomic Structure, Chemical Bonding, Solutions, States of Matter, Nuclear Chemistry, Chemical Equilibrium, Ionic Equilibrium, Thermodynamics, Chemical Kinetics, Electrochemistry, Surface Chemistry, Metallurgical Operations, Chemical Periodicity, Hydrogen and its Compounds and s-Block Elements, p-Bock Elements, Transition Elements: d- and f- Block Elements, Coordination Compounds, Chemical Analysis, General Organic Chemistry, Hydrocarbons, Alkyl Halides, Alcohols, Phenols and Ethers, Aldehydes And Ketones, Carboxylic Acids and their Derivatives, Organic Compounds Containing Nitrogen, Polymers, Biomolecules and Chemistry in Everyday Life, Appendix, NEET SOLVED Paper 2018, NEET (National) Paper 2019, NEET (Odisha) Paper 2019, NEET Solved Paper 2020.",['Arihant Experts'],[]
"Chemistry for NEET Volume 1 (Class XI) by Career Point, Kota","Chemistry for NEET Volume 1 (Class XI) is designed to serve the requirements of medical aspirants preparing for NEET in the best possible manner. Through the course of this book, the aspirants have been provided with a pedagogically set problems to help them prepare for these examinations better. Instead of chasing their mentors for concept-based questions on a regular basis, the aspirants can now practice whenever they wish to and absolutely on their own. Questions in this book are handpicked by experienced faculty members of Career Point to enhance the following skills of the students – 1. Understanding of concepts and their application to the grass-root level. 2. Improving their scoring ability & accuracy by providing an opportunity to practice a variety of questions. Features of Book are:- · 2200+ Questions with explanatory Solutions · Chapters according to NCERT · All Types of MCQs based on latest pattern · Previous Year Questions since 2005 · 3 Mock Tests for Final Touch",['Career Point Kota'],['Science']
Master The NCERT for NEET Chemistry - Vol.1,"While preparing for the entrance exams like NEET & AIIMS, the aspirants need to have a complete grip on the entire syllabus of the NCERT, in order to answer correctly during the exams. The revised edition of Master the NCERT series, once again brings to you a unique set objective questions of all typologies, based on NCERT classes XI & XII. The book 'Master the NCERT- Chemistry I' has been completely revised as per the latest NCERT class XI syllabus. Designed to give dual advantage to the students of class XI/XII, to score better in the board examinations as well as build a good foundation for the toughest entrances. With the help of revision notes, explanatory topics & MCQs, it assists in enhancing the conceptual clarity and preparation level of the aspirants, proving to be a perfect study resource to build the foundation over medical and engineering entrances. The book features: 1. Deals with class XI NCERT syllabus 2. Provides dual advantage to the students of class XI/ XII 3. Topic wise Objective Questions for each chapter 4. NCERT all types of Exemplar Objective Questions for practice 5. Complete coverage of Previous' Years Medical entrance Questions 6. Complete explanations for Difficult Questions 7. Latest exams' questions & revision notes on NCERT theory TABLE OF CONTENTS Some Basic Concepts of Chemistry, Structure of Atom, Classification of Elements & Periodicity in Properties, Chemical Bonding and Molecular Structure, State of Matter, Thermodynamics, Equilibrium, Redox Reaction, Hydrogen, s- Block Elements, p- Block Elements, Organic Chemistry: Some Basic Principles and Techniques, Hydrocarbons, Environmental Chemistry.","['Narendra Jha', 'Vandana Kardam', 'Shahana Ansari']",[]
33 Years NEET Chapterwise & Topicwise Solved Papers CHEMISTRY (2020 - 1988) 15th Edition,,['Disha Experts'],[]
(Free Sample) 750+ Blockbuster Problems in Chemistry for NEET,,['Disha Experts'],[]
Educart NEET 37 Years Chemistry Solved Papers (PYQs) Chapterwise and Topicwise for NEET 2025 Exam,,"['Educart', 'Dr. Rakshita Singh']",[]
Basic Concepts of ORGANIC CHEMISTRY,"s guidelines. The main intention behind the book is to equip students for competitive exams in the best possible way. Now, the natural question arises why one more book in addition to the available slot in the market. Books are flooded in plenty. However, some are books of the moment, very few books are of permanent value, dependable and long lasting source of knowledge. Because of its conceptual, comprehensive and in depth approach, it will be really helpful for all those students who do not have enough time or money to take classroom classes. This book is outcome of eighteen years of continuous and rigorous teaching experience. The book aims mastery over the fundamental theoretical concepts of organic chemistry for students which is must for success of entrance examinations (IIT-JEE / NEET etc.). Basic approach of book aims to clear all the basic concepts of organic chemistry as well as equipping students with the required skills to succeed in the entrance examinations.",['Dr. Surjeet Singh'],[]
NEET Exam Chemistry Question Bank,"NEET Exam Chemistry Question Bank: Topic wise and NCERT Based MCQs NEET Chemistry is considered to be the most scoring subject. As it is one of the easiest scoring subjects, it is often ignored and undermined a subject. But if you want to get an edge over others, here is a tip, master NEET Chemistry concepts. Chemistry demands the attention of students in understanding reactions and concrete basic understanding but once done it only gets easier from there. NEET is amongst one the most prestigious medical entrance exams in India. With just a few months left for the examination, it becomes quite challenging for students to cover all the concepts included in the NEET syllabus thoroughly. However, a proper study plan designed as per the latest examination pattern and the syllabus can help students to prepare all the important concepts in shorter time duration. Given below are few useful tips that can assist the students in tackling multiple-choice questions in NEET exam accurately. In most of the multiple choice questions, the options are designed in a very tricky and confusing manner. In most of the cases, all the given options seem to be correct in some aspect. Therefore, the students are advised to read the entire question very carefully. Try to accumulate all the information provided in the question effectively because in some of the cases you can easily evaluate the Answers from the question itself. If you are muddled by the given options, then, give each option a true and false test. Instead of getting confused, consider all the possibilities and neglect the incorrect options. Hence, in this way, the most appropriate answer could be easily spotted. Topic-wise MCQs for NEET Chemistry · Environmental Chemistry · Organic Chemistry · P Block Elements · States of Matter · Redox Reaction · Chemical Equilibrium · Thermodynamics · Periodic Classification of Elements · s Block Elements · Chemical Bonding Molecular Structure · Structure of Atom · Some Basic Concepts of Chemistry · Hydrocarbons · Some Basic Concepts of Chemistry · Solid State · Structure of Atom · Solutions · Classification of Elements and Periodicity in Properties · Electrochemistry · Chemical Bonding and Molecular Structure · Chemical Kinetics · States of Matter: Gases and Liquids · Surface Chemistry · Thermodynamics · General Principles and Processes of Isolation of Elements · Equilibrium · Redox Reactions · d and f Block Elements · Hydrogen · Coordination Compounds · Haloalkanes and Haloarenes · Some p-Block Elements · Alcohols, Phenols and Ethers · Organic Chemistry- Some Basic Principles and Techniques · Aldehyde, Ketones and Carboxylic Acids · Hydrocarbons · Organic Compounds Containing Nitrogen · Environmental Chemistry · Biomolecules, Polymers and Chemistry in Everyday Life Use a step-wise approach to solve conceptual and complex questions. Several times Matching type Questions are asked where the students are required to find the mismatched or the correctly matched option. Some of the questions asked in the NEET exam are entirely memory-based; therefore, the students are advised to memorize the common names, scientific names, concepts and important definitions. Around 40% of the questions asked in the NEET exam are application-based. Therefore, students need to focus more on the concepts along with its applications in order to score well in the examination. Chemistry topics broadly can be grouped into – Organic, Inorganic and Physical chemistry. Organic Chemistry is a vast section and holds the maximum weightage. Its concepts and principles are important. One needs to be conversant with properties of groups, conversions, recognizing organic compounds etc. Interlinking between different chapters from organic chemistry can be of great help. The students must primarily focus on reading NCERT textbooks. Several times the questions asked in NEET exam are taken directly from the NCERT textbooks. Initially avoid answering those questions for which you are not confident because your wrong answer may reduce your final score. In order to utilize your time appropriately, divide the three hours of examination time as per your comfort among Physics, Chemistry, and Biology. Initially, focus on attempting all easy questions and later on pick the difficult ones. By this way, your confidence will be elevated and you will also get more time to answer hard questions. Practice previous years’ question papers/mock tests and sample papers to get an idea on how to answer MCQ questions efficiently. Preparing at an early stage is what an MCQ exam requires. Avoid guesswork for negative marking questions as they might lower your final score. These tips can be very helpful for students to answer difficult and brain teaser questions. Prior preparations and practice are mandatory aspects of any examination. Hence, to crack highly competitive examination like NEET, it is mandatory for students to prepare well and acquire the skills to tackle multiple choice questions effectively. Rather than just following mere guesswork, the aspirants can focus on the tips discussed to tackle Multiple Choice Questions in NEET in the right manner.",['R P Meena'],['Science']
NEET Chemistry 1500+ MCQs,,['Disha Experts'],[]
Laboratory Practice,,[],['Laboratories']
Hutchinson's Washington and Georgetown Directory,,[],['Alexandria (Va.)']
"Bookseller, Newsdealer and Stationer",,[],['American literature']
Objective NCERT Xtract Chemistry for NEET/ JEE Main 5th Edition,,['Disha Experts'],[]
"The Imperial Dictionary, English, Technological, and Scientific",,['John Ogilvie'],['English language']
The Chemist and Druggist,,[],['Chemistry']
Neet Decoded,"This isn’t just another book telling you to study harder. It’s a book about how to build systems, break patterns, and finally feel in control of your NEET preparation — without burnout. Inside, you’ll discover: Dopamine traps, and how to break them The real habits behind long-term focus Memory systems that actually work Why toppers don’t just study more — they study smarter Step-by-step strategy for Physics, Chemistry, and Biology Whether you’re just starting NEET prep or feeling stuck halfway through, this book will show you how to turn chaos into clarity — using real techniques from someone who scored AIR 17 in NEET 2025.",['Nikhil Sonnad'],['Study Aids']
14 Years Solved Papers NEET 2022,"1. 14 Years’ Solved Papers is collection of previous years solved papers of NEET 2. This book covers all CBSE AIPMT and NTA NEET papers 3. Chapterwise and Unitwise approach to analysis questions 4. Each question is well detailed answered to understand the concept as whole 5. Online access to CBSE AIPMT SOLVED PAPER (Screening + Mains) 2008 When preparing for an examination like NEET, the pattern and the question asked in the examination are always intriguing for aspirants. This is where Solved Papers play their major role in helping students to cope up with the attempting criteria of the exam. Presenting the “14 Years’ Solved Papers [2021 – 2008]” that has been designed with a structured approach as per the latest NEET Syllabus requirement. As the title of the book suggests, it contains ample previous year’s papers, which help to identify and self-analyze the preparation level for the exam. Enriched with problem solving tools, this book serves a one stop solution for all 3 subjects; Physics, Chemistry and Biology. Well detailed answers are given for all questions that provide deep conceptual understanding of the problems. This book can be treated as a sufficient tool for learning, active answering style and time management skills. TOC NEET Solved Paper 2021, NEET Solved Paper 2020 (Oct.), NEET Solved Paper 2020 (Sep.), NEET National Paper 2019, NEET Odisha Paper 2021, NEET Solved Paper 2018, NEET Solved Paper 2017, NEET Solved Paper 2016(Phase II), NEET Solved Paper 2016 (Phase - I), CBSE AIPMT 2015 (Cancelled - May), CBSE AIPMT 2015 (Latest - May), CBSE AIPMT 2015 (Latest - July), CBSE AIPMT Solved Paper 2014, NEET Solved Paper 2013, CBSE AIPMT 2012 (Screening + Mains), CBSE AIPMT 2011 (Screening + Mains), CBSE AIPMT 2010 (Screening + Mains).",['Arihant Experts'],['Study Aids']
Objective Physics for NEET.,"Objective Physics for NEET and Other Medical Examination has been written to build a firm foundation of the guiding principles of physics among the medical aspirants. It is mainly designed for NEET but would also be useful for other medical entrance examinations, such as AIIMS, JIPMER and state-level exams.",['Kumar Abhay'],[]
Chemical Kinetics,"Chemical Kinetics: XII, NEET, JEE Main & Advanced Lecture Notes by Ramesh Chandra (B.Tech, IIT Kanpur) is the ultimate guide for mastering Chemical Kinetics from the very basics to advanced levels. Designed for Class XII students, NEET, and JEE (Main & Advanced) aspirants, this book provides crystal-clear explanations, step-by-step problem-solving techniques, and high-yield concepts to build a strong foundation. Authored by an IIT Kanpur alumnus, it bridges the gap between school learning and competitive exam preparation, ensuring you develop sharp analytical skills and problem-solving abilities. In the age of AI, rote learning is obsolete—this book trains you to think critically and apply concepts innovatively, making you exam-ready and future-proof. Packed with illustrative examples, practice problems, and advanced-level questions, it helps you tackle even the toughest competitive exam problems with confidence. Whether you're a beginner or an advanced learner, this book will boost your speed, accuracy, and conceptual clarity, making it a must-have for NEET, JEE, and Olympiad success. Join thousands of top-rankers who have trusted this book to crack competitive exams with ease. Don’t just study—learn, apply, and excel with Chemical Kinetics by Ramesh Chandra! Get your copy and dominate your exams!",['Ramesh Chandra B.Tech IIT Kanpur'],['Science']
Pharmaceutical Journal,,[],['Pharmacy']
"रसायन विज्ञान Chemistry Class XI by Dr. Subhash Chandra Rastogi Er. Meera Goyal, Highly Useful for NEET/AIIMS/IIT-JEE/APJ AKTU and Engineering & Medical Examinations.","Chemistry Class XI (Based on NCERT Guidelines) – SBPD PUblications This Book has been written in accourding with the New Syllabus of Madhyamik Shiksha Mandal, Madhya Pradesh, Bhopal based on the curriculam of CBSE/NCERT. Including solved questions of NCERT book based on new examination pattern and mark distribution. Highly Useful for NEET/AIIMS/IIT-JEE/APJ AKTU and Engineering & Medical Examinations. Syllabus : Unit I : Some Basic Concepts of Chemistry, Unit II : Structure of Atom, Unit III : Classification of Elements and Periodicity in Properties,Unit IV : Chemical Bonding and Molecular Structure, Unit V : States of Matter : Gases and Liquids, Unit VI : Chemical Thermodynamics, Unit VII : Equilibrium, Unit VIII : Redox Reactions, Unit IX : Hydrogen, Unit X : s-Block Elements (Alkali and Alkaline earth metals) Group 1 and Group 2 Elements, Unit XI : Some p-Block Elements General Introduction to p-Block Elements, Unit XII : Organic Chemistry—Some Basic Principles and Techniques, Unit XIII : Hydrocarbons Classification of Hydrocarbons, Unit XIV : Environmental Chemistry Content : 1. Some Basic Concepts of Chemistry, 2. Structure of Atom, 3. Classification of Elements and Periodicity in Properties, 4. Chemical Bonding and Molecular Structure, 5. States of Matter, 6. Thermodynamics, 7. Equilibrium, 8. Redox Reactions, 9. Hydrogen, 10. s-Block Elements 11. p-Block Elements, 12. Organic Chemistry—Some Basic Principles and Techniques 13. Hydrocarbons 14. Environmental Chemistry I. Appendix II. Log-antilog Table","['Dr. Subhash Chandra Rastogi', 'Er. Meera Goyal']",['Juvenile Nonfiction']
750+ Matching Based Questions for NEET Biology,Master NEET Biology with Matching & Assertion Reason Questions is a unique book prepared to cover all the concepts for the upcoming NEET Exam. The share of Matching based questions in NEET has increased over a period of time. NEET 2020 had 17 Maching Questions. The book has 2 Parts - Part A provides Chapter-wise Maching Questions designed such that all concepts are covered. Part B covers Chapter-wise Assertion-Reason Questions which capture all the Reasoning based Questions. They require not only understanding the statements but also the correct and accurate conceptual reasoning. All the Questions are based on the NCERT Books. The book contains in all 2800+ questions. Detailed solutions to a lot of Questions are provided.,['Disha Experts'],['Study Aids']
CHAMBERS'S ENCYCLOPAEDIA: A DICTIONARY OF UNIVERSAL KNOWLEDGE FOR THE PEOPLE ILLUSTRATED WITH MAPS AND NUMEROUS WOOD ENGRAVINGS REVISED EDITION VOL. X,,['CHAMBERS'],[]
Primitive Methodist,,[],[]
NEET Physics,"This book contains a wide range of concept-based formulae in physics, highly recommended for the NEET exam. It can be used for quick reference or recap of all concepts and formulae in a short duration. On analyzing NEET (AIPMT) and AIIMS question papers of the past twenty years, the author has taken enough care to cover all the formulae and concepts. This book is useful for every NEET aspirant as a last-minute revision of all chapters.",['Sharath Gore'],['Study Aids']
"The Imperial dictionary, on the basis of Webster's English dictionary",,['John Ogilvie'],[]
The Imperial Dictionary of the English Language,,['John Ogilvie'],['Encyclopedias and dictionaries']
Indiana School Journal and Teacher,,[],[]
The Indiana School Journal,,[],['Education']
Text Book of Medicine,,['P. C. Das (M.D.)'],[]
Cecil Textbook of Medicine,"This edition includes new parts on Genetics, Immunology and Inflammation, and Clinical Pharmacology, as well as substantially expanded parts on Oncology and Preventive and Enviromental Medicine. (Preface).",['Russell La Fayette Cecil'],['Medical']
Saunders Manual of Medical Practice,,['Robert E. Rakel'],[]
Medical Pharmacology,,"['Andres Goth', 'Parkhurst A. Shore']",['Medical']
Remote Medicine,"This is the first major textbook on the emerging speciality of remote medicine. The modern concept emerged in the 1970s when the medical directors of the main oil companies operating in the North Sea -- BP, Shell and Mobil -- sought advice from the University sector since the morbidity and mortality levels of offshore workers had become unacceptable. A system of healthcare was jointly developed and applied by the industrial doctors and the academic doctors of Aberdeen University which worked well and greatly improved the healthcare of the offshore personnel. It was subsequently validated by duplication for the very different scientific population of the British Antarctic Survey where it worked even better. It was next introduced to the oilfields of the Middle East -- Qatar (QGPC, Offshore and Onshore), Abu Dhabi (ADMA and ADCO) and Oman (PDO) where it worked equally well. The Aberdeen Universities next collaborated with the UAE University in Abu Dhabi to evaluate and develop telemedicine mainly in the area of education and research and they established early transcontinental courses and conferences together with joint supervision and production of higher degrees between collaborating universities in different parts of the world. The recently established International Remote Healthcare Association (IRHCA), backed by the University of Glasgow, the UAE University in Abu Dhabi and the Siberian State Medical University has established an ongoing study to determine the education and skills required to produce a competent Remote Healthcare Practitioner. The chapters in this book contain the knowledge base currently thought by the IRHCA to be necessary to produce a competent remote healthcare practitioners and thus to allow curricular development of the new courses necessary for the establishment of University qualifications and for the regulating authorities to design examinations and establish appropriate registration. Since this is a new speciality the continuing research of the IRHCA is necessary to act as an audit to ensure that the information in the book, and the courses derived from it remain relevant and also to detect omissions as they are recognised.","['John Nelson Norman', 'Malcolm Jack Valentine']",['Medical']
A Textbook of Family Medicine,"This is a greatly expanded successor to McWhinney's An Introduction to Family Medicine (Oxford, 1978). It includes much new material on the nature of family medicine and on specific clinical problems. There are two new chapters on the experience of illness, suffering, and healing and on doctor-patient communication. The chapter on the philosophical and scientific basis of family medicine has been expanded to do justice to the growing support which the paradigm of family medicine is receiving in the biological, medical, and social science literature. The chapter on clinical method--perhaps the book's core--has a new look and greater depth reflecting work in this area over the past decade. The chapter on prevention provides updated recommendations, and the chapter on the family has been enlarged. The most noticeable change is the addition of five new chapters on common family practice problems. These chapters have a dual purpose: to exemplify the application of principles discussed earlier in the book, and to distill the information on each problem that is most necessary for family physicians. This is an ideal text for medical students taking a family medicine rotation and for beginning residents in the field.",['Ian R. McWhinney'],['Family medicine']
How the Immune System Works,"How the Immune System Works has helped thousands of students understand what’s in their big, thick, immunology textbooks. In his book, Dr. Sompayrac cuts through the jargon and details to reveal, in simple language, the essence of this complex subject. In fifteen easy-to-read chapters, featuring the humorous style and engaging analogies developed by Dr. Sompayrac, How the Immune System Works explains how the immune system players work together to protect us from disease – and, most importantly, why they do it this way. Rigorously updated for this fifth edition, How the Immune System Works includes the latest information on subjects such as vaccines, the immunology of AIDS, and cancer. A highlight of this edition is a new chapter on the intestinal immune system – currently one of the hottest topics in immunology. Whether you are completely new to immunology, or require a refresher, How the Immune System Works will provide you with a clear and engaging overview of this fascinating subject. But don’t take our word for it! Read what students have been saying about this classic book: ""What an exceptional book! It's clear you are in the hands of an expert."" ""Possibly the Best Small Text of All Time!"" ""This is a FUN book, and Lauren Sompayrac does a fantastic job of explaining the immune system using words that normal people can understand."" ""Hands down the best immunology book I have read... a very enjoyable read."" ""This is simply one of the best medical textbooks that I have ever read. Clear diagrams coupled with highly readable text make this whole subject easily understandable and engaging."" Now with a brand new website at www.wiley.com/go/sompayrac featuring Powerpoint files of the images from the book",['Lauren M. Sompayrac'],['Medical']
Principles and Practice of Surgery E-Book,"Principles and Practice of Surgery is the surgical companion textbook to the international medical bestseller Davidson’s Principles and Practice of Medicine. It is a comprehensive textbook for both the surgical student and trainee, guiding the reader through key core surgical topics which are encountered throughout an integrated medical curriculum as well as in subsequent clinical practice. Although sharing the same format and style as Davidson’s Principles and Practice of Medicine, this text is complete in itself, thus enabling the student to appreciate both the medical and surgical implications of diseases encountered in surgical wards. . A three-section textbook of surgical principles and regional clinical surgery. Superbly presented with line drawings, high quality radiographic images and colour photographs. Presented in similar form to its sister textbook Davidson’s Principles and Practice of Medicine. Full online text version as part of Student Consult The contents have been restructured into three sections – Principles of Perioperative care, Gastrointestinal Surgery, and Surgical Specialties. Two new chapters have rationalised and amalgamated information on the Metabolic response to injury and Ethics and pre-operative considerations to avoid repetition. Throughout the text has been altered to reflect changes in understanding, evidence and practice, and to keep the contents in line with undergraduate and postgraduate surgical curricula A substantial number of new illustrations have been added to give better consistency and improved image quality. The evidence-based revision boxes that focus on major international guidelines have been thoroughly updated.","['O. James Garden', 'Andrew W. Bradbury', 'John L. R. Forsythe', 'Rowan W Parks']",['Medical']
Medical Dictionary of the English and German Languages,,['Dieter Werner Unseld'],[]
Harper's Illustrated Biochemistry,"Extensively revised and updated, this authoritative biochemistry text is known worldwide for its comprehensive and up-to-date coverage. Extensively illustrated and user-friendly, the text offers examples pf how knowledge of biochemistry is essential for understanding the molecular basis of health and disease. The 26th edition also features expanded content on results of the Human Genome Project. Perfect as both text and USMLE review.","['Robert K. Murray', 'Darryl K. Granner', 'Peter A. Mayes', 'Victor W. Rodwell']",['Medical']
Medicine,,['Mark C. Fishman'],['Medical']
Crash Course Medical Ethics and Sociology - E-Book,"Medical ethics, sociology and epidemiology rarely arouse one's passion and can, as minor subjects within a busy curriculum, find themselves ignored by vast swathes of students. However, recent times have seen not only a greater general understanding of these subjects but also a greater appreciation of their role within modern medical practice. In addition, these subjects are increasingly appearing in exams and, more importantly, they will crop up in every field and at every level of future working lives. In writing this book, the authors hope to provide a springboard from which students can develop a reasoned ethical approach to dilemmas as and when they present, both within their practice of medicine and in the exam situation. The sociology and public health sections aim to provide key information on the theories and studies that have helped to shape the practice of these disciplines - topics that are all too often unacknowledged by medical students and doctors alike. In doing so, the authors hope to provide the essential facts on these subjects without leaving readers to wade through irrelevant material. It is hoped that all students might begin to enjoy evidence (as well as experience)-based medicine and appreciate its importance regardless of the medical or surgical careers that they pursue. More than 80 line artworks, tables and boxes present clinical, diagnostic and practical information in an easy-to-follow manner Friendly and accessible approach to the subject makes learning especially easy Written by junior doctors for students - authors who understand exam pressures Contains ‘Hints and Tips’ boxes, and other useful aide-mémoires Succinct coverage of the subject enables ‘sharp focus’ and efficient use of time during exam preparation Contains a fully updated self-assessment section - ideal for honing exam skills and self-testing Self-assessment section fully updated to reflect current exam requirements Contains ‘common exam pitfalls’ as advised by faculty Crash Courses also available electronically! Online self-assessment bank also available - content edited by Dan Horton-Szar!",['Andrew Papanikitas'],['Medical']
Harper's Illustrated Biochemistry,,[],['Electronic books']
The Ultimate Guide to Choosing a Medical Specialty,"Provides all the information the author--a recent medical school graduate--wishes he had when choosing a medical specialty. It details each specialty's average salary, type of practice, hours worked per week, job satisfaction rankings, match statistics, and more.",['Brian S. Freeman'],['Business & Economics']
Medical Terminology: A Programmed Systems Approach,"This best-selling medical terminology resource is now even better with a newly robust suite of supplement options for instructors, innovative built-in learning tools for students, and extensive updates reflecting the most accurate, current industry terms today. MEDICAL TERMINOLOGY: A PROGRAMMED SYSTEMS APPROACH, 10E uses a unique word-building programmed approach that teaches students to break down key medical terms into their roots, prefixes, and suffixes. This programmed-learning format requires active participation through reading, writing, answering questions, labeling, repetition, and providing immediate feedback. By using didactic color, engaging review activities, back-of-the-book flash cards, and an accompanying CD-ROM with interactive learning activities, this book provides a complete package for building a comprehensive entry-level knowledge of medical language for students with little or no previous experience. Now in its 10th edition, this book is a proven resource that is easy and fun to use. Teaching medical terminology has never been easier. Important Notice: Media content referenced within the product description or the product text may not be available in the ebook version.","['Jean Dennerll', 'Phyllis E. Davis']",['Medical']
Concise Pathology,"With an emphasis on diseases most important to clinical practice, the third edition of this resource presents an understanding of pathogenesis as the foundation of clinical knowledge. Divided into general and systemic pathology, the tightly focused discussion is enhanced by four pages of pathology specimens displayed in true color. This new feature makes this an ideal reference for the classroom and the laboratory.","['Para Chandrasoma', 'Clive Roy Taylor']",['Medical']
A History of Medical Education from the Most Remote to the Most Recent Times,,"['Theodor Puschmann', 'Evan H. Hare']",['History']
The Medical Alphabet. An English Textbook in Healthcare,,['Anna Loiacono'],['Medical']
Surgical Talk: Lecture Notes In Undergraduate Surgery (3rd Edition),"This textbook is an introduction and guide to undergraduate surgery. It has been a bestseller since its first edition in 2001.The philosophy of this book is to focus on the level of knowledge and the approach that would be expected of the better students reaching the end of their undergraduate training. Avoiding a book that is too cumbersome, we have tried to make this volume readable and enjoyable, using various techniques to help the reader remember key facts: the text has been deliberately written in a tutorial-like story format as opposed to a set of lists, since this makes it easier to understand and remember.In addition to general surgery, the book contains sections on trauma, orthopaedics, urology and ENT, making it the only comprehensive textbook for medical students wishing to learn top tips in surgery.Subjects that are poorly covered in other main texts — such as fluid balance management and minor surgical procedures — are dealt with in a tutorial fashion in this book, and there is a section on how to problem-solve even in the context of areas unknown to the student.This book is useful for medical students and also for junior doctors during their day-to-day working lives, as well as those coming up to postgraduate exams.Each chapter is written by an authoritative author, alongside the book editors, and they have ensured it remains in the spirit of the bestselling previous editions.","['Andrew J Goldberg Obe', 'Gerard Stansby']",['Medical']
Oxford Textbook of Urological Surgery,A comprehensive textbook mapped to the curriculum for urological training as approved by the General Medical Council. This core text will be essential reading for both the trainee and specialist in urology in the UK and abroad.,"['Freddie C. Hamdy', 'Ian Eardley']",['Medical']
Bulletin of the Johns Hopkins Hospital,"Bound with v. 52-55, 1933-34, is the hospital's supplement: Bulletin of the Institute of the History of Medicine, Johns Hopkins University, v. 1-2.",['Johns Hopkins Hospital'],['Medicine']
Scientific and Technical Books and Serials in Print,,[],['Engineering']
